Locatie;Switch allowed;Opstaptijd:;Afstaptijd:;Break allowed;Brutto-netto
tergar;1;0:05;0:02;1;0
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
